plu_code,language_code,category,commodity,variety,size_label,scientific_name,display_name
3192,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3192,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3193,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3193,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3194,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3194,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3195,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3195,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3196,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3196,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3197,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3197,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3198,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3198,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3199,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3199,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3200,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3200,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3201,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3201,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3202,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3202,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3203,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3203,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3204,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3204,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3205,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3205,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3206,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3206,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3207,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3207,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3208,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3208,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3209,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3209,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3210,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3210,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3211,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3211,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3212,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3212,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3213,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3213,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3214,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3214,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3215,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3215,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3216,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3216,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3217,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3217,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3218,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3218,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3219,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3219,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3220,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3220,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3221,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3221,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3222,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3222,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3223,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3223,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3224,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3224,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3225,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3225,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3226,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3226,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3227,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3227,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3228,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3228,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3229,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3229,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3230,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3230,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3231,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3231,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3232,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3232,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3233,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3233,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3234,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3234,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3235,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3235,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3236,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3236,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3237,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3237,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3238,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3238,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3239,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3239,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3240,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3240,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3241,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3241,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3242,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3242,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3243,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3243,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3244,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3244,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3245,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3245,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3246,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3246,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3247,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3247,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3248,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3248,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3249,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3249,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3250,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3250,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3251,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3251,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3252,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3252,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3253,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3253,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3254,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3254,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3255,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3255,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3256,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3256,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3257,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3257,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3258,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3258,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3259,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3259,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3260,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3260,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3261,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3261,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3262,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3262,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3263,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3263,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3264,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3264,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3265,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3265,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3266,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3266,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3267,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3267,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3268,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3268,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3269,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3269,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3270,EN,Retailer Assigned Numbers,For Use With All Commodities,Retailer Assigned,All Sizes,,Retailer Assigned For Use With All Commodities
3270,ES,Retailer Assigned Numbers,Para Uso Con Todos Los Artículos,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Para Uso Con Todos Los Artículos
3271,EN,Fruits,Apples,Virginia Gold,All Sizes,Malus domestica,Virginia Gold Apples
3271,ES,Fruits,Manzanas,Virginia Gold,Todos los tamaños,Malus domestica,Virginia Gold Manzanas
3271,FR,Fruits,Pommes,Virginia Gold,,,Virginia Gold Pommes
3272,EN,Fruits,Apples,Sommerfeld,All Sizes,Malus domestica,Sommerfeld Apples
3272,ES,Fruits,Manzanas,Sommerfeld,Todos los tamaños,Malus domestica,Sommerfeld Manzanas
3272,FR,Fruits,Pommes,Sommerfield,,,Sommerfield Pommes
3273,EN,Vegetables,Beets,Golden,All Sizes,Beta vulgaris,Golden Beets
3273,ES,Vegetables,Remolacha,Dorado,Todos los tamaños,Beta vulgaris,Dorado Remolacha
3273,FR,Vegetables,Betteraves,Jaunes/Dorées,,,Jaunes/Dorées Betteraves
3274,EN,Fruits,Prunes,Fresh,All Sizes,Prunus domestica,Fresh Prunes
3274,ES,Fruits,Ciruelas Pasas,Frescos,Todos los tamaños,Prunus domestica,Frescos Ciruelas Pasas
3274,FR,Fruits,Pruneaux,Frais,,,Frais Pruneaux
3275,EN,Vegetables,Name,Yellow (nyah-May),All Sizes,Dioscorea trifidia,Yellow (nyah-May) Name
3275,ES,Vegetables,Ñame,Amarillo (nyah-May),Todos los tamaños,Dioscorea trifidia,Amarillo (nyah-May) Ñame
3275,FR,Vegetables,Igname,Jaune,,,Jaune Igname
3276,EN,Vegetables,Name,White (nyah-May),All Sizes,Dioscorea trifidia,White (nyah-May) Name
3276,ES,Vegetables,Ñame,Blanco (nyah-May),Todos los tamaños,Dioscorea trifidia,Blanco (nyah-May) Ñame
3276,FR,Vegetables,Igname,Blanche,,,Blanche Igname
3277,EN,Vegetables,Broccoli,Baby,All Sizes,Brassica oleracea,Baby Broccoli
3277,ES,Vegetables,Brocoli,Bebé,Todos los tamaños,Brassica oleracea,Bebé Brocoli
3277,FR,Vegetables,Brocoli,Jeunes Pousses,,,Jeunes Pousses Brocoli
3278,EN,Fruits,Plumcot (interspecific Plum),,All Sizes,Prunus spp.,Plumcot (interspecific Plum)
3278,ES,Fruits,Ciruela,,Todos los tamaños,Prunus spp.,Ciruela
3278,FR,Fruits,Prucot (prune Interspécifique),,,,Prucot (prune Interspécifique)
3279,EN,Fruits,Kiwifruit,Golden,All Sizes,A.chinensis,Golden Kiwifruit
3279,ES,Fruits,Kiwi,Dorado,Todos los tamaños,A.chinensis,Dorado Kiwi
3279,FR,Fruits,Kiwi,Jaune,,,Jaune Kiwi
3280,EN,Fruits,Kiwifruit,Regular,Jumbo,Actinidia deliciosa,Regular Kiwifruit
3280,ES,Fruits,Kiwi,Regular,Jumbo,Actinidia deliciosa,Regular Kiwi
3280,FR,Fruits,Kiwi,Commun,,,Commun Kiwi
3281,EN,Fruits,Melon,"Watermelon - Orange, Seedless",All Sizes,Citrullus lanatus,"Watermelon - Orange, Seedless Melon"
3281,ES,Fruits,Melón,Sandia,Todos los tamaños,Citrullus lanatus,Sandia Melón
3281,FR,Fruits,Melon D'eau/Pastèque,Orange Sans Pépins,,,Orange Sans Pépins Melon D'eau/Pastèque
3282,EN,Vegetables,Tomatoes,Plum/Italian/Saladette/Roma On The Vine - Red,All Sizes,Lycopersicon esculenta,Plum/Italian/Saladette/Roma On The Vine - Red Tomatoes
3282,ES,Vegetables,Tomates,Plum/Italian/Saladette/Roma Alargada,Todos los tamaños,Lycopersicon esculenta,Plum/Italian/Saladette/Roma Alargada Tomates
3282,FR,Vegetables,Tomates,Oblongues/Italiennes/Saladette/Roma En Grappe Rouges,,,Oblongues/Italiennes/Saladette/Roma En Grappe Rouges Tomates
3283,EN,Fruits,Apples,Honeycrisp,Large,Malus domestica,Honeycrisp Apples
3283,ES,Fruits,Manzanas,Honeycrisp,Grande,Malus domestica,Honeycrisp Manzanas
3283,FR,Fruits,Pommes,Honeycrisp,,,Honeycrisp Pommes
3284,EN,Fruits,Apples,Red Delicious,Extra Large,Malus domestica,Red Delicious Apples
3284,ES,Fruits,Manzanas,Rojo Delicious,Extra Grande,Malus domestica,Rojo Delicious Manzanas
3284,FR,Fruits,Pommes,Red Delicious,,,Red Delicious Pommes
3285,EN,Fruits,Apples,Golden Delicious,Extra Large,Malus domestica,Golden Delicious Apples
3285,ES,Fruits,Manzanas,Dorado Delicious,Extra Grande,Malus domestica,Dorado Delicious Manzanas
